1 2 20 4
0 20
0 20
37 0
37 0
  0	 0.00	 0.00	  0   0   0   0
  1	 10.00	 0.00	 20   5   4   1		15 
  2	-10.00	 0.00	 21   5   4   1		15 
  3	 50.00	 0.00	  5   5   4   1		15 
  4	-50.00	 0.00	  5   5   4   1		15 
  5	 17.32	 10.00	 14   2   2   2		5 10 
  6	-17.32	 10.00	 14   2   2   2		5 10 
  7	-17.32	-10.00	 12   2   2   2		5 10 
  8	 17.32	-10.00	  9   2   2   2		5 10 
  9	 34.64	 20.00	 10   2   2   2		5 10 
 10	-34.64	 20.00	  9   2   2   2		5 10 
 11	-34.64	-20.00	  9   2   2   2		5 10 
 12	 34.64	-20.00	  6   2   2   2		5 10 
 13	 28.98	 7.77	  6   1   1   4		1 2 4 8 
 14	 21.21	 21.21	  4   1   1   4		1 2 4 8 
 15	-21.21	 21.21	  4   1   1   4		1 2 4 8 
 16	-28.98	 7.77	  6   1   1   4		1 2 4 8 
 17	-28.98	-7.77	  6   1   1   4		1 2 4 8 
 18	-21.21	-21.21	  3   1   1   4		1 2 4 8 
 19	 21.21	-21.21	  3   1   1   4		1 2 4 8 
