1 1 100 8
0 200
854 0
  0	 35.00	 35.00	  0   0   0   0
  1	 41.00	 49.00	 51  10   1   8		1 2 4 8 16 32 64 128 
  2	 35.00	 17.00	 47   7   1   8		1 2 4 8 16 32 64 128 
  3	 55.00	 45.00	 56  13   1   8		1 2 4 8 16 32 64 128 
  4	 55.00	 20.00	 83  19   1   8		1 2 4 8 16 32 64 128 
  5	 15.00	 30.00	151  26   1   8		1 2 4 8 16 32 64 128 
  6	 25.00	 30.00	 15   3   1   8		1 2 4 8 16 32 64 128 
  7	 20.00	 50.00	 14   5   1   8		1 2 4 8 16 32 64 128 
  8	 10.00	 43.00	 25   9   1   8		1 2 4 8 16 32 64 128 
  9	 55.00	 60.00	 34  16   1   8		1 2 4 8 16 32 64 128 
 10	 30.00	 60.00	 45  16   1   8		1 2 4 8 16 32 64 128 
 11	 20.00	 65.00	 27  12   1   8		1 2 4 8 16 32 64 128 
 12	 50.00	 35.00	 58  19   1   8		1 2 4 8 16 32 64 128 
 13	 30.00	 25.00	133  23   1   8		1 2 4 8 16 32 64 128 
 14	 15.00	 10.00	100  20   1   8		1 2 4 8 16 32 64 128 
 15	 30.00	 5.00	 17   8   1   8		1 2 4 8 16 32 64 128 
 16	 10.00	 20.00	 67  19   1   8		1 2 4 8 16 32 64 128 
 17	 5.00	 30.00	  6   2   1   8		1 2 4 8 16 32 64 128 
 18	 20.00	 40.00	 40  12   1   8		1 2 4 8 16 32 64 128 
 19	 15.00	 60.00	 44  17   1   8		1 2 4 8 16 32 64 128 
 20	 45.00	 65.00	 27   9   1   8		1 2 4 8 16 32 64 128 
 21	 45.00	 20.00	 39  11   1   8		1 2 4 8 16 32 64 128 
 22	 45.00	 10.00	 53  18   1   8		1 2 4 8 16 32 64 128 
 23	 55.00	 5.00	 63  29   1   8		1 2 4 8 16 32 64 128 
 24	 65.00	 35.00	  8   3   1   8		1 2 4 8 16 32 64 128 
 25	 65.00	 20.00	  7   6   1   8		1 2 4 8 16 32 64 128 
 26	 45.00	 30.00	 67  17   1   8		1 2 4 8 16 32 64 128 
 27	 35.00	 40.00	 58  16   1   8		1 2 4 8 16 32 64 128 
 28	 41.00	 37.00	 79  16   1   8		1 2 4 8 16 32 64 128 
 29	 64.00	 42.00	 22   9   1   8		1 2 4 8 16 32 64 128 
 30	 40.00	 60.00	 88  21   1   8		1 2 4 8 16 32 64 128 
 31	 31.00	 52.00	 78  27   1   8		1 2 4 8 16 32 64 128 
 32	 35.00	 69.00	 58  23   1   8		1 2 4 8 16 32 64 128 
 33	 53.00	 52.00	 46  11   1   8		1 2 4 8 16 32 64 128 
 34	 65.00	 55.00	 26  14   1   8		1 2 4 8 16 32 64 128 
 35	 63.00	 65.00	 21   8   1   8		1 2 4 8 16 32 64 128 
 36	 2.00	 60.00	  7   5   1   8		1 2 4 8 16 32 64 128 
 37	 20.00	 20.00	 51   8   1   8		1 2 4 8 16 32 64 128 
 38	 5.00	 5.00	 12  16   1   8		1 2 4 8 16 32 64 128 
 39	 60.00	 12.00	 63  31   1   8		1 2 4 8 16 32 64 128 
 40	 40.00	 25.00	 32   9   1   8		1 2 4 8 16 32 64 128 
 41	 42.00	 7.00	 12   5   1   8		1 2 4 8 16 32 64 128 
 42	 24.00	 12.00	 18   5   1   8		1 2 4 8 16 32 64 128 
 43	 23.00	 3.00	 13   7   1   8		1 2 4 8 16 32 64 128 
 44	 11.00	 14.00	 88  18   1   8		1 2 4 8 16 32 64 128 
