1 3 51 2 91 160
  0	 30.00	 40.00	  0    0   0   0		  1	 37.00	 52.00	  5    7   1   2		1 2 
  2	 49.00	 49.00	 23   30   1   2		1 2 
  3	 52.00	 64.00	  8   16   1   2		1 2 
  4	 20.00	 26.00	  6    9   1   2		1 2 
  5	 40.00	 30.00	 19   21   1   2		1 2 
  6	 21.00	 47.00	 10   15   1   2		1 2 
  7	 17.00	 63.00	  8   19   1   2		1 2 
  8	 31.00	 62.00	 16   23   1   2		1 2 
  9	 52.00	 33.00	  8   11   1   2		1 2 
 10	 51.00	 21.00	  3    5   1   2		1 2 
 11	 42.00	 41.00	 21   19   1   2		1 2 
 12	 31.00	 32.00	 28   29   1   2		1 2 
 13	 5.00	 25.00	 10   23   1   2		1 2 
 14	 12.00	 42.00	  9   21   1   2		1 2 
 15	 36.00	 16.00	  5   10   1   2		1 2 
 16	 52.00	 41.00	 12   15   1   2		1 2 
 17	 27.00	 23.00	  2    3   1   2		1 2 
 18	 17.00	 33.00	 32   41   1   2		1 2 
 19	 13.00	 13.00	  4    9   1   2		1 2 
 20	 57.00	 58.00	 14   28   1   2		1 2 
 21	 62.00	 42.00	  4    8   1   2		1 2 
 22	 42.00	 57.00	  6    8   1   2		1 2 
 23	 16.00	 57.00	 10   16   1   2		1 2 
 24	 8.00	 52.00	  5   10   1   2		1 2 
 25	 7.00	 38.00	 11   28   1   2		1 2 
 26	 27.00	 68.00	  3    7   1   2		1 2 
 27	 30.00	 48.00	 12   15   1   2		1 2 
 28	 43.00	 67.00	  6   14   1   2		1 2 
 29	 58.00	 48.00	  3    6   1   2		1 2 
 30	 58.00	 27.00	 13   19   1   2		1 2 
 31	 37.00	 69.00	  5   11   1   2		1 2 
 32	 38.00	 46.00	 11   12   1   2		1 2 
 33	 46.00	 10.00	  9   23   1   2		1 2 
 34	 61.00	 33.00	 17   26   1   2		1 2 
 35	 62.00	 63.00	  6   17   1   2		1 2 
 36	 63.00	 69.00	  1    6   1   2		1 2 
 37	 32.00	 22.00	  5    9   1   2		1 2 
 38	 45.00	 35.00	 15   15   1   2		1 2 
 39	 59.00	 15.00	  4   14   1   2		1 2 
 40	 5.00	 6.00	  1    7   1   2		1 2 
 41	 10.00	 17.00	 12   27   1   2		1 2 
 42	 21.00	 10.00	  5   13   1   2		1 2 
 43	 5.00	 64.00	  3   11   1   2		1 2 
 44	 30.00	 15.00	  8   16   1   2		1 2 
 45	 39.00	 10.00	  3   10   1   2		1 2 
 46	 32.00	 39.00	  4    5   1   2		1 2 
 47	 25.00	 32.00	 19   25   1   2		1 2 
 48	 25.00	 55.00	 13   17   1   2		1 2 
 49	 48.00	 28.00	 12   18   1   2		1 2 
 50	 56.00	 37.00	  7   10   1   2		1 2 
 51	 30.00	 40.00	157  160   1   1		2 
