1 12 288 4 724 175
  0	-2.68	-9.47	  0    0   0   0		  1	-66.17	-37.81	 79   19   4   1		15 
  2	 2.67	-35.22	108   21   4   1		15 
  3	 38.75	 8.62	 88   17   4   1		15 
  4	 62.65	 20.67	 19    6   4   1		15 
  5	 60.97	-6.11	 24    6   4   1		15 
  6	-98.54	-39.53	 20   19   4   1		15 
  7	 8.41	-81.27	 13   17   4   1		15 
  8	-14.57	 26.06	 71   19   4   1		15 
  9	-34.19	-76.70	  1    2   4   1		15 
 10	 55.15	-33.91	  6    3   4   1		15 
 11	 15.87	 8.72	164   24   4   1		15 
 12	-63.42	-20.28	 24    5   4   1		15 
 13	-9.36	-42.21	 45    9   4   1		15 
 14	-53.62	 3.73	 89   20   4   1		15 
 15	 53.49	-3.31	 95   19   4   1		15 
 16	-22.61	-32.79	117   20   4   1		15 
 17	 39.61	-1.55	 21    4   4   1		15 
 18	 16.70	-22.75	 18    3   4   1		15 
 19	-51.24	-13.76	 11    2   4   1		15 
 20	-29.91	 14.38	 93   23   4   1		15 
 21	-70.44	-27.91	 24    6   4   1		15 
 22	-75.39	-30.81	 66   17   4   1		15 
 23	 10.59	-28.93	 89   17   4   1		15 
 24	 86.34	-45.94	  1    3   4   1		15 
 25	 3.86	 34.58	 59   16   4   1		15 
 26	-37.60	-42.11	 73   15   4   1		15 
 27	 69.44	 1.38	 74   23   4   1		15 
 28	-13.82	 1.25	 84   15   4   1		15 
 29	-27.12	-38.04	 62   12   4   1		15 
 30	-69.35	-14.73	 82   19   4   1		15 
 31	 58.58	 29.35	 59   23   4   1		15 
 32	 58.10	 31.70	 23   10   4   1		15 
 33	-62.25	-16.42	115   23   4   1		15 
 34	-66.38	 13.59	 63   22   4   1		15 
 35	 68.03	-12.48	 10    4   4   1		15 
 36	-30.70	-41.68	 23    5   4   1		15 
 37	-55.39	-51.05	  3    1   4   1		15 
 38	 36.24	-2.65	 60   11   4   1		15 
 39	-1.22	 5.59	122   20   4   1		15 
 40	 10.28	-23.95	151   25   4   1		15 
 41	-7.16	 36.86	 60   18   4   1		15 
 42	-90.20	 61.17	  0    4   4   1		15 
 43	 46.37	 65.08	  6   10   4   1		15 
 44	 13.35	 31.37	 72   17   4   1		15 
 45	-73.57	-28.84	 29    7   4   1		15 
 46	-41.53	-37.10	 20    4   4   1		15 
 47	-60.94	-27.25	 15    3   4   1		15 
 48	 38.31	 54.38	 15   12   4   1		15 
 49	 26.31	 11.98	 78   13   4   1		15 
 50	 10.30	-48.35	 86   24   4   1		15 
 51	 52.42	-28.36	 46   16   4   1		15 
 52	-43.76	-39.34	  9    2   4   1		15 
 53	 49.32	 11.40	 35    7   4   1		15 
 54	 45.59	 4.35	 78   15   4   1		15 
 55	-25.99	-15.81	 76   12   4   1		15 
 56	 65.25	-59.63	  4   15   4   1		15 
 57	 12.11	-34.39	 81   17   4   1		15 
 58	 12.39	-16.25	109   16   4   1		15 
 59	 0.52	 69.61	  1    1   4   1		15 
 60	-8.68	 7.77	 49    9   4   1		15 
 61	 41.47	-35.02	 11    4   4   1		15 
 62	 11.86	-34.97	 14    3   4   1		15 
 63	-1.31	-58.06	  2    1   4   1		15 
 64	 6.02	-31.02	 20    4   4   1		15 
 65	 1.79	-32.54	 32    6   4   1		15 
 66	 29.27	-6.49	  6    1   4   1		15 
 67	 23.95	 10.74	116   19   4   1		15 
 68	-65.89	 40.91	  1    1   4   1		15 
 69	-10.10	 26.26	  8    2   4   1		15 
 70	 58.09	 67.35	 15   25   4   1		15 
 71	 90.01	 9.48	  4    4   4   1		15 
 72	-6.62	 15.22	 19    4   4   1		15 
 73	-2.88	-42.84	 61   13   2   2		5 10 
 74	-37.71	-7.31	103   18   2   2		5 10 
 75	 44.17	-11.22	 44    9   2   2		5 10 
 76	-58.70	-2.81	 22    5   2   2		5 10 
 77	-3.91	 10.07	 66   12   2   2		5 10 
 78	-41.37	-1.50	108   22   2   2		5 10 
 79	 58.18	 27.56	 24    9   2   2		5 10 
 80	-63.86	 26.15	 19   11   2   2		5 10 
 81	-56.79	-15.92	 33    6   2   2		5 10 
 82	 22.22	-27.51	103   19   2   2		5 10 
 83	-1.03	-14.84	 65   10   2   2		5 10 
 84	-57.70	-10.48	  5    1   2   2		5 10 
 85	 80.85	 6.30	 19   10   2   2		5 10 
 86	 2.89	 10.82	122   20   2   2		5 10 
 87	-37.39	-7.80	101   18   2   2		5 10 
 88	-33.60	-26.74	  5    1   2   2		5 10 
 89	 95.20	 24.23	  8   11   2   2		5 10 
 90	-13.90	 29.33	 73   20   2   2		5 10 
 91	-53.46	 9.30	 49   12   2   2		5 10 
 92	 67.58	 13.01	 52   17   2   2		5 10 
 93	-83.88	-53.26	 20   16   2   2		5 10 
 94	 30.25	-72.43	  2    3   2   2		5 10 
 95	-22.33	-20.54	 91   14   2   2		5 10 
 96	 3.74	-35.46	 61   12   2   2		5 10 
 97	-20.09	-43.98	 45    9   2   2		5 10 
 98	-47.69	-21.10	  5    1   2   2		5 10 
 99	-20.45	-13.85	 46    7   2   2		5 10 
100	 34.51	 3.97	 37    7   2   2		5 10 
101	 20.51	-11.88	 36    5   2   2		5 10 
102	-46.04	-22.57	 53    9   2   2		5 10 
103	-39.63	 25.39	 41   15   2   2		5 10 
104	-1.02	 50.43	  9    4   2   2		5 10 
105	-28.63	 23.49	 37   10   2   2		5 10 
106	-53.00	-16.25	122   21   2   2		5 10 
107	-3.35	-22.95	 12    2   2   2		5 10 
108	-62.64	-26.35	 29    6   2   2		5 10 
109	 25.40	 0.53	  6    1   2   2		5 10 
110	-29.90	 72.92	 12   23   2   2		5 10 
111	 26.63	 1.97	158   24   2   2		5 10 
112	-9.81	 35.00	 56   16   2   2		5 10 
113	-7.76	-42.43	 91   18   2   2		5 10 
114	 28.92	-7.12	  6    1   2   2		5 10 
115	 47.69	 36.11	  2    1   2   2		5 10 
116	-53.17	 5.21	 89   21   2   2		5 10 
117	 17.56	 13.21	 49    8   2   2		5 10 
118	 6.84	-2.50	162   22   2   2		5 10 
119	-17.32	 97.26	 10   23   2   2		5 10 
120	 22.41	 26.53	 57   11   2   2		5 10 
121	-73.09	-13.25	 58   15   2   2		5 10 
122	-65.00	-4.58	 60   14   2   2		5 10 
123	-34.91	-43.90	 72   16   2   2		5 10 
124	-92.35	-4.52	 49   25   2   2		5 10 
