1 9 153 6
0 20
0 20
0 20
0 20
0 20
0 20
0 20
0 20
0 20
235 0
235 0
235 0
235 0
235 0
235 0
235 0
235 0
235 0
  0	 0.00	 0.00	  0   0   0   0
  1	 57.74	 0.00	459   5   6   1		63 
  2	 28.87	 50.00	525   5   6   1		63 
  3	-28.87	 50.00	475   5   6   1		63 
  4	-57.74	 0.00	523   5   6   1		63 
  5	-28.87	-50.00	444   5   6   1		63 
  6	 28.87	-50.00	647   5   6   1		63 
  7	 288.68	 0.00	302   5   6   1		63 
  8	 144.34	 250.00	545   5   6   1		63 
  9	-144.34	 250.00	326   5   6   1		63 
 10	-288.68	 0.00	360   5   6   1		63 
 11	-144.34	-250.00	515   5   6   1		63 
 12	 144.34	-250.00	471   5   6   1		63 
 13	 866.03	 0.00	 13   5   6   1		63 
 14	 433.01	 750.00	 16   5   6   1		63 
 15	-433.01	 750.00	 18   5   6   1		63 
 16	-866.03	 0.00	 14   5   6   1		63 
 17	-433.01	-750.00	 18   5   6   1		63 
 18	 433.01	-750.00	 18   5   6   1		63 
 19	 86.60	 50.00	384   3   2   3		9 18 36 
 20	 0.00	 100.00	323   3   2   3		9 18 36 
 21	-86.60	 50.00	325   3   2   3		9 18 36 
 22	-86.60	-50.00	341   3   2   3		9 18 36 
 23	-0.00	-100.00	301   3   2   3		9 18 36 
 24	 86.60	-50.00	290   3   2   3		9 18 36 
 25	 0.00	 40.00	219   3   2   3		9 18 36 
 26	-34.64	-20.00	276   3   2   3		9 18 36 
 27	 34.64	-20.00	360   3   2   3		9 18 36 
 28	 433.01	 250.00	 33   3   2   3		9 18 36 
 29	 0.00	 500.00	 64   3   2   3		9 18 36 
 30	-433.01	 250.00	 43   3   2   3		9 18 36 
 31	-433.01	-250.00	 52   3   2   3		9 18 36 
 32	-0.00	-500.00	 52   3   2   3		9 18 36 
 33	 433.01	-250.00	 65   3   2   3		9 18 36 
 34	 0.00	 200.00	233   3   2   3		9 18 36 
 35	-173.21	-100.00	292   3   2   3		9 18 36 
 36	 173.21	-100.00	359   3   2   3		9 18 36 
 37	 1299.04	 750.00	  4   3   2   3		9 18 36 
 38	 0.00	 1500.00	  3   3   2   3		9 18 36 
 39	-1299.04	 750.00	  3   3   2   3		9 18 36 
 40	-1299.04	-750.00	  3   3   2   3		9 18 36 
 41	-0.00	-1500.00	  3   3   2   3		9 18 36 
 42	 1299.04	-750.00	  3   3   2   3		9 18 36 
 43	 0.00	 600.00	 51   3   2   3		9 18 36 
 44	-519.62	-300.00	 45   3   2   3		9 18 36 
 45	 519.62	-300.00	 34   3   2   3		9 18 36 
 46	 67.17	 27.89	260   2   1   6		1 2 4 8 16 32 
 47	 77.17	 22.11	144   2   1   6		1 2 4 8 16 32 
 48	 57.74	 55.77	172   2   1   6		1 2 4 8 16 32 
 49	 57.74	 44.23	135   2   1   6		1 2 4 8 16 32 
 50	 19.43	 77.89	144   2   1   6		1 2 4 8 16 32 
 51	 9.43	 72.11	140   2   1   6		1 2 4 8 16 32 
 52	-19.43	 77.89	225   2   1   6		1 2 4 8 16 32 
 53	-9.43	 72.11	155   2   1   6		1 2 4 8 16 32 
 54	-57.74	 55.77	242   2   1   6		1 2 4 8 16 32 
 55	-57.74	 44.23	155   2   1   6		1 2 4 8 16 32 
 56	-67.17	 27.89	242   2   1   6		1 2 4 8 16 32 
 57	-77.17	 22.11	159   2   1   6		1 2 4 8 16 32 
 58	-77.17	-22.11	245   2   1   6		1 2 4 8 16 32 
 59	-67.17	-27.89	160   2   1   6		1 2 4 8 16 32 
 60	-57.74	-44.23	148   2   1   6		1 2 4 8 16 32 
 61	-57.74	-55.77	199   2   1   6		1 2 4 8 16 32 
 62	-9.43	-72.11	160   2   1   6		1 2 4 8 16 32 
 63	-19.43	-77.89	261   2   1   6		1 2 4 8 16 32 
 64	 9.43	-72.11	226   2   1   6		1 2 4 8 16 32 
 65	 19.43	-77.89	169   2   1   6		1 2 4 8 16 32 
 66	 57.74	-44.23	217   2   1   6		1 2 4 8 16 32 
 67	 57.74	-55.77	253   2   1   6		1 2 4 8 16 32 
 68	 77.17	-22.11	204   2   1   6		1 2 4 8 16 32 
 69	 67.17	-27.89	225   2   1   6		1 2 4 8 16 32 
 70	 13.43	 47.89	250   2   1   6		1 2 4 8 16 32 
 71	 15.43	 42.11	190   2   1   6		1 2 4 8 16 32 
 72	-13.43	 47.89	247   2   1   6		1 2 4 8 16 32 
 73	-15.43	 42.11	259   2   1   6		1 2 4 8 16 32 
 74	-44.19	-7.69	222   2   1   6		1 2 4 8 16 32 
 75	-48.19	-12.31	255   2   1   6		1 2 4 8 16 32 
 76	-28.75	-34.42	224   2   1   6		1 2 4 8 16 32 
 77	-34.75	-35.58	251   2   1   6		1 2 4 8 16 32 
 78	 28.75	-34.42	137   2   1   6		1 2 4 8 16 32 
 79	 34.75	-35.58	206   2   1   6		1 2 4 8 16 32 
 80	 44.19	-7.69	191   2   1   6		1 2 4 8 16 32 
 81	 48.19	-12.31	258   2   1   6		1 2 4 8 16 32 
 82	 335.84	 139.43	121   2   1   6		1 2 4 8 16 32 
 83	 385.84	 110.57	 70   2   1   6		1 2 4 8 16 32 
 84	 288.68	 278.87	 79   2   1   6		1 2 4 8 16 32 
 85	 288.68	 221.13	148   2   1   6		1 2 4 8 16 32 
 86	 97.17	 389.43	 89   2   1   6		1 2 4 8 16 32 
 87	 47.17	 360.57	108   2   1   6		1 2 4 8 16 32 
 88	-97.17	 389.43	 79   2   1   6		1 2 4 8 16 32 
 89	-47.17	 360.57	 89   2   1   6		1 2 4 8 16 32 
