1 6 144 6
475 190
475 190
475 190
475 190
475 190
475 190
448 0
448 0
448 0
448 0
448 0
448 0
  0	-12.17	-0.09	  0   0   0   0
  1	-40.29	-42.30	177  20   6   1		63 
  2	-64.71	-17.39	 48  10   6   1		63 
  3	 5.06	-14.35	 31   8   6   1		63 
  4	 72.10	 20.23	 11   6   6   1		63 
  5	 2.59	-15.00	  7   1   6   1		63 
  6	-24.18	-72.89	 80  19   6   1		63 
  7	-13.19	 66.50	 62  13   6   1		63 
  8	 33.19	 13.69	187  24   6   1		63 
  9	 66.83	-30.55	 25  15   6   1		63 
 10	 19.93	 35.88	 65  13   6   1		63 
 11	-27.77	 32.27	 66  10   6   1		63 
 12	 51.15	-16.83	  6   4   6   1		63 
 13	-19.21	 23.75	111  12   6   1		63 
 14	-46.64	-52.95	180  21   6   1		63 
 15	-10.59	-16.63	 17   2   6   1		63 
 16	 35.15	 12.62	 59  10   6   1		63 
 17	-37.38	 12.26	146  20   6   1		63 
 18	 82.79	 25.84	 15   9   6   1		63 
 19	 8.94	-3.72	136  24   6   1		63 
 20	-56.66	 25.56	 89  19   6   1		63 
 21	-52.02	-40.14	 81  13   6   1		63 
 22	 39.27	 12.79	 49  14   6   1		63 
 23	 19.76	 21.23	 92  17   6   1		63 
 24	-23.07	-12.66	251  25   6   1		63 
 25	 15.69	 52.37	  5   1   6   1		63 
 26	 58.77	-7.06	 24   9   6   1		63 
 27	-33.09	 72.27	 28  12   6   1		63 
 28	 2.55	 46.85	192  22   6   1		63 
 29	-18.72	 73.13	  5   2   6   1		63 
 30	-67.63	-20.68	118  21   6   1		63 
 31	-76.86	-11.37	 24   8   6   1		63 
 32	-24.19	-38.26	186  19   6   1		63 
 33	-20.37	-31.90	154  24   6   1		63 
 34	 9.29	 39.62	165  24   6   1		63 
 35	 26.04	 35.97	  9   2   6   1		63 
 36	-57.39	-45.26	111  20   6   1		63 
 37	 1.49	-62.59	 58  20   3   2		21 42 
 38	 34.94	 13.67	 33   5   3   2		21 42 
 39	-22.29	 45.65	143  17   3   2		21 42 
 40	-5.92	 44.06	 40   4   3   2		21 42 
 41	-38.45	-23.54	177  21   3   2		21 42 
 42	 28.89	 33.94	 13   3   3   2		21 42 
 43	-35.39	-5.34	118  16   3   2		21 42 
