1 4 139 5 330 235
  0	 0.00	 0.00	  0    0   0   0		  1	-20.66	-6.31	 48   54   1   1		16 
  2	 17.78	 0.08	  2   10   5   1		31 
  3	-9.16	-9.25	 19    8   1   1		16 
  4	-10.47	-6.88	318  140   1   1		16 
  5	-20.66	-6.03	 23   26   4   5		15 23 27 29 30 
  6	-8.16	-4.16	 55   20   3   7		11 13 19 21 22 25 26 
  7	-19.03	-6.06	  8    9   3   7		11 13 19 21 22 25 26 
  8	-14.22	-12.31	 12    8   3   7		11 13 19 21 22 25 26 
  9	-16.00	-17.22	 11   24   3   7		11 13 19 21 22 25 26 
 10	 2.78	-15.69	 16   12   3   7		11 13 19 21 22 25 26 
 11	 2.56	-11.06	 61   31   3   7		11 13 19 21 22 25 26 
 12	 9.13	-13.78	 11   10   3   7		11 13 19 21 22 25 26 
 13	 9.13	-24.22	  1    9   3   7		11 13 19 21 22 25 26 
 14	 3.53	-5.19	 25   11   3   7		11 13 19 21 22 25 26 
 15	-4.44	-4.59	 56   18   3   7		11 13 19 21 22 25 26 
 16	-1.50	 1.34	 83   41   3   7		11 13 19 21 22 25 26 
 17	 7.09	 2.53	  5    6   3   7		11 13 19 21 22 25 26 
 18	-7.91	-11.56	 60   35   2   6		5 9 10 17 18 20 
 19	-6.69	-4.72	 53   18   2   6		5 9 10 17 18 20 
 20	 3.25	-11.38	 44   22   2   6		5 9 10 17 18 20 
 21	 5.03	-12.09	 40   25   2   6		5 9 10 17 18 20 
 22	 11.84	-17.41	  4   12   2   6		5 9 10 17 18 20 
 23	 2.81	-9.34	 40   17   2   6		5 9 10 17 18 20 
 24	 2.38	-5.53	 57   23   2   6		5 9 10 17 18 20 
 25	-3.28	-4.25	 30   11   2   6		5 9 10 17 18 20 
 26	-7.13	-3.19	 70   26   2   6		5 9 10 17 18 20 
 27	-5.75	 7.38	  4   11   2   6		5 9 10 17 18 20 
 28	-19.50	-7.13	 20   23   2   6		5 9 10 17 18 20 
 29	-8.88	-8.59	 50   21   2   6		5 9 10 17 18 20 
 30	-13.56	-13.63	 11   11   2   6		5 9 10 17 18 20 
 31	-5.81	-13.81	 14   15   2   6		5 9 10 17 18 20 
 32	 3.78	-12.41	 46   28   2   6		5 9 10 17 18 20 
